id;date;tweet;user;class
224;2022-03-17 04:39:56+00:00;Terima kasih pemerintah,terima kasih para pengusaha minyak goreng,strategi kalian sungguh hebat,kalian buat langka minyak goreng di pasaran sampai rakyat menjerit,setelah kalian lihat mereka menangis baru kalian adakan lagi minyak goreng dg harga baru yg lebih mahal,luar biasa;Dedi;negatif
225;2022-03-17 04:38:45+00:00;Terima kasih PemerintahAkhirnya minyak goreng kembali bisa dibeli sebanyak2nya, tapi dengan harga pasar.Alhmadullilah gak langka lagi.Kalau inflasi ya ga usah ditutupi, biarkan pasar yg pegang kendali.Selamat datang bulan puasa. ;garra 🚕;normal
226;2022-03-17 04:38:05+00:00;Kondisi jauh berbeda ketika harga minyak goreng disubsidi pemerintah dan langka. ;Republika.co.id;normal
227;2022-03-17 04:36:55+00:00;Berminggu minggu minyak goreng langka di pasaran, rakyat bersusah payah antri, lalu pemerintah Indonesia pimpinan Pa  turun tangan dgn cara menaikan harga, dan akhirnya minyak goreng banyak lagi di pasaran. Itulah kehebatan Pa ;Benny Fitriadi;normal
228;2022-03-17 04:29:35+00:00;pemerintah buat peraturan untuk minyak goreng HET (harga eceran tertinggi) maksimal 14 ribu/ liter, minyak goreng nya langka di pasaran.giliran aturannya di cabut, minyak goreng nya langsung bermunculan dengan harga 24 ribu/liter. hahahaha;ja;normal
229;2022-03-17 04:28:49+00:00;Kalo ga salah awalnya tuh emg dari harga minyak goreng mahal kan? Minyak mahal;-;normal
230;2022-03-17 04:28:35+00:00;Mohon maaf pak, ketika pemerintah gagal menurunkan harga minyak goreng dn sembako mungkin itu menandakan tdk efektif nya pemerintahan dn kepemimpinan,bukan kah keadilan dan kesejahteraan adalah janji politik,untk apa infrastruktur bila kebutuhan pokok mahal dn langka,;Fathur .;negatif
231;2022-03-17 04:26:22+00:00;Ini minyak goreng langka/mahal, ga ada yg mau demo apa ke pemerintah;Indra;negatif
232;2022-03-17 04:21:02+00:00;Bisa-bisanya minyak goreng langka di Indo padahal banyak bener kebun sawitnya Sekarang tiba-tiba stock jadi melimpah dengan harga 2Liter Rp. 47.900,- dengan catatan Sesuai kebijakan pemerintah;Cindy;negatif
233;2022-03-17 04:19:50+00:00;Kapolsek Sepauk Ipda Heru Woldy, SH lakukan pengecekan ketersediaan minyak goreng di pasar Sepauk dan antisipasi penimbunan. Pada saat ini status minyak goreng langka, dan pelaku usaha maupun pemerintah tetap berupaya untuk memenuhi kebutuhan pasar. ;Polseksepauk;normal
234;2022-03-17 04:12:26+00:00;Apaan, semenjak HET dicabut, tiba-tiba jadi penuh gitu stok minyak goreng di Indomaret. Masyarakat lagi yang disalahin karena panic buying terus ditimbun.Pemerintah nyalahin masyarakat aja udah fatal, sih.;doel;negatif
235;2022-03-17 04:11:32+00:00;Saat berlaku Harga Ecer Tertinggi (HET) Rp 14 Ribu, keberadaan minyak goreng langka Begitu harga sesuai mekanisme pasar di atas Rp. 20 ribu/kg stok langsung melimpah.;Ⓜ️aestro Sℹhaloho;normal
236;2022-03-17 04:05:57+00:00; minyak goreng langka itu gara gra pemerintah sendiri ngimport migor;@rohmaningrat95;negatif
237;2022-03-17 03:59:05+00:00;Pemerintah mengeluarkan kebijakan subsidi terhadap minyak goreng curah demi memenuhi ketersediaan yang sedang langka di pasaran. Namun, kebijakan ini menuai kritik. kumparanNEWS ;kumparan;normal
238;2022-03-17 03:52:31+00:00;Sebenarnya kalo pemerintah dari awal jujur bilang ada krisis energi, aku pribadi percaya aja. Lucu aja di negara2 lain udah koar2 krisis BBM dari akhir tahun lalu terus tiba2 minyak goreng langka itu bisa jadi hal logis.Kita gak tahu permainan pejabut + pengusaha gimana, jadi..;galuh tk;normal
239;2022-03-17 03:48:56+00:00;Minyak goreng sedang langka.Demokrat *bagi-bagi minyak gratis*Sus ngl, what a perfect days for partai oposition buat pencitraan, sudah ada covid terus perang ukraine vs russia.. the condition is not getting any better for pemerintah. ;👁👄👁;negatif
240;2022-03-17 03:37:51+00:00;"Soal minyak goreng pada dasarnya pemerintah tidak bisa mengatur pengusaha untuk menjual dg harga normal. Negara ""kalah"" dg Pemilik modal (pengusaha). Saat harga normal stok langka, saat harga naik 2x lipat stok penuh. Jadi yg kemarin nimbun migor siapa? Tp rakyat yg dicurigai";AQuarrrs;negatif
241;2022-03-17 03:30:57+00:00;Minyak Goreng Masih Langka, Aleg PKS Pemerintah Harus Segera Selesaikan Krisis!  lewat  |  fraksipksdprri bersamamelayanirakyat pksawasikabinet pkspelayanrakyat~ ;PKS Taktakan;normal
242;2022-03-17 03:11:34+00:00;Meskipun bulan suci ramadhan sebentar lagi, Alhamdulillah berkat MotoGp dan Minyak Goreng Langka, ramadhan kali ini sikopid mungkin sudah tidak ada.Terimakasih Pemerintah TangkapKartelMinyakGoreng TangkapKartelMinyakGoreng ;Kalung Corona;normal
243;2022-03-17 02:53:13+00:00;Anggota Komisi VI DPR dari Fraksi Partai Demokrat Herman Khaeron mengingatkan pemerintah untuk serius dalam menguasai sumber daya alam untuk hajat hidup orang banyak.INAZeroNegarawanINAZeroNegaeawan;Fajar S;normal
244;2022-03-17 02:50:36+00:00;Minyak goreng~Salah sendiri perlunya 1 dibilang langka pada berbondong bondong beli 1 dosBanyak yg ga kebagian~ akhirnya stok menipisNamanya barangnya dikit yg cari banyak ya harga naik~Pemerintah bikin het~Tpi tetep aja 1 orang di batesin 1 yg dateng serumah~;Hmm talah;normal
245;2022-03-17 02:36:17+00:00;Apa jangan-jangan minyak goreng langka merupakan upaya pemerintah agar masyarakat lebih banyak memakan rebusan dan kukusan agar lebih sehat sehingga masyarakat memiliki peluang lebih besar untuk menunggu JHT cair di umur 56 tahun?;remon;normal
246;2022-03-17 02:27:59+00:00;Ambil positifnya aja, dg langka dan mahal minyak goreng secara tidak lansung pemerintah memperhatikan kita untk hidup lebih sehat. mulai dgn Buek samba Gulai Simpadeh, Sayue abuih pandanUwok taruang , sambalado, Ikan bakaJan Acok Lo manggulai santan Beko lain Lo nan ka Tibo;Beta Pandu Yulita;normal
247;2022-03-17 02:22:23+00:00;"""Sesuai kebijakan Pemerintah"" minyak Goreng Naik . Sadis !!! Setelah pengumuman kenaikan tsb, rak2 mart adh penuh dgn migor yg sempat langka. Ampun !!! ";Srikandi PD Banten;negatif
248;2022-03-17 01:59:07+00:00; Seperti permainan yg sdg dimainkan, sebelum Minyak Goreng langka ada permintaan Minyak Goreng Curah dilarang akan tetapi Pemerintah menolak sejak saat itu Minyak Goreng terjadi kelangkaan..Pemerintah dan Aparat bisa mengetahui dalang permainan  Minyak Goreng ini..;Damai & Maju;negatif
249;2022-03-17 01:47:13+00:00;Pemerintah resmi mengembalikan harga minyak goreng kemasan ke harga pasar.ibarat buah simalakama, ketika di turunkan minyak goreng kemasan menjadi langka dan bahkan di timbun,tapi setelah di kembalikan ke harga pasar,stok minyak goreng kemasan di sejumlah daerah utuh;Albert Solo;negatif
250;2022-03-17 01:38:32+00:00;Mirip, disini minyak goreng langka, fishy bgt di negara yg penuh dgn lahan sawit, bikin banyak orang di banyak daerah harus antri berjam-jam, trusan skrg harganya jadi meroket, oleh orang-orang yg tahun 2018 disubsidi pemerintah 7,5T;Baitul Atiq;negatif
251;2022-03-17 01:36:02+00:00;Ini Pemerintah ga mau memperbaiki Minyak Goreng apa ? Harga dan pemasaranya yg bisa sampe Langka begini TangkapKartelMinyakGoreng;simsalabim;negatif
252;2022-03-17 01:20:00+00:00;Pemerintah naikkan harga minyak goreng curah jadi Rp14 ribu per liter.;NOVA;bot
253;2022-03-17 01:19:22+00:00;Solar langka, Minyak goreng 2 ltr diatas 45 ribu..Intinya Pemerintah kalah dengan Pengusaha cc ...MinyakGoreng ritel;HarimauAgam;negatif
254;2022-03-17 01:08:56+00:00;Waktu MINYAK GORENG 14 ribu Stok langka bahkan tidak adaTapi saat MINYAK GORENG Naik Stok langsung melimpahItu Artinya PENGUSAHA MIGOR Nimbun dan Pemerintah hanya bisa diam saja tak berdayaMEMALUKAN DAN MENJIJIKAN Pemerintah kalah dengan MAFIA;CatatanAli7™️;negatif
255;2022-03-17 00:48:35+00:00;Selain banyaknya produk yang dijual ke luar negeri, kelangkaan diperparah dengan banyaknya pedagang yang bermain mencari keuntungan di balik kelangkaan minyak goreng ini.;suaradotcom;negatif
256;2022-03-17 00:46:02+00:00;Kegaduhan di Negri ini tercipta dari Peraturan dan kebijakan yang dibuat dari Pemerintah sendiri dari peraturan soal TOA Mesjid, harga minyak goreng yg kata Menperindag stock aman, tidak langka tp Kenyataanya? label HALAL sampai sama persis dengan Gunungan Wayang Maksud nya apa?;arif;negatif
257;2022-03-17 00:44:52+00:00;Stok minyak goreng yang kemarin langka tiba2 stoknya melimpah di supermarket dengan harga yang melejit naik setelah HET migor dicabut. Ini mah namanya bukan hebat Pak  tapi pemerintah kalah sama konglomerat sawit.;materials;negatif
258;2022-03-17 00:44:32+00:00; Stok minyak goreng yang kemarin langka tiba2 stoknya melimpah di supermarket dengan harga yang melejit naik setelah HET migor dicabut. Ini mah namanya bukan hebat Pak  tapi pemerintah kalah sama konglomerat sawit.;materials;bot
259;2022-03-17 00:44:01+00:00; Stok minyak goreng yang kemarin langka tiba2 stoknya melimpah di supermarket dengan harga yang melejit naik setelah HET migor dicabut. Ini mah namanya bukan hebat Pak  tapi pemerintah kalah sama konglomerat sawit.;materials;bot
260;2022-03-17 00:43:42+00:00;Otak kadrun yaa gitu disana sini triak minyak goreng langka , pemerintah salah uruslah ga taunya dia yg nibun dia yg jual , dasar biadap benr orang berkelakuan spert ituu !!!!Tangkap dan bui orang penanggung jawabnya ituu Cc Polri;BoniCekrik;negatif
261;2022-03-17 00:42:56+00:00;Kebijakan pemerintah menghapus HET utk minyak goreng kemasan premium, membuat stok banjir di supermarket.Ternyata selama ini minyak goreng tidak langka tapi sengaja ditimbun. Fakta bhw rezim ini tunduk dgn tekanan oligarki.TangkapKartelMinyakGoreng TangkapKartelMinyakGoreng;Ricky Barmans;negatif
262;2022-03-17 00:38:06+00:00;Nah sudah tahu harga minyak goreng naik di pasar international, pemerintah tetapkan harga eceran tertinggi dibawah harga international. Ya produsen ogah jual semua ke lokal . Makanya minyak goreng langka. Pengusaha lebih milih ekspor.;minang coret;negatif
263;2022-03-17 00:07:33+00:00;2 Liter Minyak goreng asalnya naik trus sampai 38rb, trus dipatok pemerintah 28rb, trus barang menghilang dan langka, eh pemerintah tetapkan harga 47.9rb.kebijakan yang menyengsarakan rakyat!;abdul hakim;negatif
264;2022-03-17 00:03:25+00:00;Kalau masih pacaran yang di pikir cuma  main dan sayang2an ajaKalau udah nikah yang dipikir minyak goreng langkaHadeh bener2 merasakan dampaknya bund buat dapur.... Udah saatnya saya menyumbang lemak di tubuh buat dijadikan minyak ke pemerintah wakanda;babayaga;negatif
265;2022-03-16 22:59:38+00:00;Minyak Goreng Langka, Ali Rasyid Minta Pemerintah Daerah Lakukan Sidak ;Duddy RS | Solilokui;bot
266;2022-03-16 22:41:13+00:00;2010 Perkebunan sawit terbesar dunia,tapi minyak goreng langkah.artinya pemerintah tidak bekerja,6 blm yg lalu negara barat langka minyak goreng,sekarang terjadi juga di negri ini berarti ketidak mampuan Negri ini bekerja.;Jamil rar;negatif
267;2022-03-16 22:20:48+00:00;Pada saat minyak goreng disubsidi pemerintah, jadi langka..!!! Ehh...pada saat subsidi ditarik (dikembalikan kepada mekanisme pasar) malah sekarang banyak bertebaran dalam waktu sekejap di rak-rak supermarket...Wkwkwk...berarti mereka menimbun juga...Semangat pagii kamuh. ;ɓeɓɣ ȥαα;negatif
268;2022-03-16 22:05:34+00:00;Dari pemerintah 15k tapi langka karena langka dari pihak ketiga keempat jadi 70k )Aku bbrp minggu ini ga ketemu merk yg biasa aku pake kayak sunco atau tropica dapatnya merk Fitri iyaa Fitri baru aku tau ada nama Fitri minyak goreng ada yg merk JagO.;•Jasin• ⓘ JUAL NETFLIX DLL;normal
269;2022-03-16 22:00:33+00:00;Minyak Goreng Langka, Ali Rasyid Minta Pemerintah Daerah Lakukan Sidak ;KAPOL.ID;bot
270;2022-03-16 21:22:31+00:00;Ktk harganya rendah sbgmn ketetapan pemerintah, barang langka di pasaran, pmrnth pun seolah tdk berdaya atasi problemnya,to ktk harganya dilepas ke pasar,tiba2 barangnya melimpah, apa negara tlh kalah sama produsen minyak goreng? Kok teriakan negara tdk boleh kalah tdk menggema? ;Syaefullah Hamid;normal
271;2022-03-16 19:15:16+00:00;Hrga minyak goreng kemasan 14rb per liter;-;normal
272;2022-03-16 17:02:02+00:00;Sebelum minyak goreng disubsidi pemerintah;-;normal
273;2022-03-16 16:46:46+00:00;Minyak goreng naik lagi? Langka lagi? positive thinking aja mungkin kita disuruh pemerintah nyoba segala masakan dikukus atau di rebus wkwk biar makin sehat, namanya juga negri wakanda gak heran udah;fitriany Dita Retnosari;normal
274;2022-03-16 16:44:43+00:00;Pemerintah oh Pemerintah, harga minyak goreng dibuat murah tapi barangnya langka. Penimbunan di mana2. Setelah itu sekarang dibuat lagi harga tetap yang langsung melejit;سيتي فوزية (أتسي);negatif
275;2022-03-16 16:06:00+00:00;jangan jangan minyak goreng langka akal-akalan pemerintah doang biar masyarakat beli air fryer????;🔆;negatif
276;2022-03-16 16:01:42+00:00;Rakyat tersakiti dengan kebijakan pemerintah, Logika Minyak Goreng langka, ketika harganya naik muncul kembali minyak gorengnya;Kalam Quran;negatif
277;2022-03-16 15:47:38+00:00;Minyak goreng langka seblum perang rusia bu ga usahlah membela diri percuma rakyat sudah tau pemerintah ga perhatian sama rakyat sendiri dah gitu aja;TriJatra;negatif
278;2022-03-16 15:39:12+00:00;Polisi bekerja cepat,Ini gerombolan teriak2 nyalahin pemerintah minyak goreng langka, nggak taunya dia timbun di ganti merek *kita 212*...;Man_Che;negatif
279;2022-03-16 15:35:16+00:00;Minyak Goreng jadi langka di pasaran, tbtb muncul logo 212 dikemasan dan subsidi sebanyak 6ton minyak goreng. itu dilakukan oleh oposisi pemerintah. Apakah permainan politik oposisi menjatuhkan pemerintah ?;jordi alan (ayo vaksin);negatif
280;2022-03-16 15:30:51+00:00;Sempat tenang, karena pemerintah membuat kebijakan harga minyak goreng 14rb /liter.Tp masalah tidak sampai disitu kawan, karena banyak OKNUM yg menimbun minyak supaya langka;-;normal
281;2022-03-16 15:14:24+00:00;Hrsnya rakyat jg, jgn ikut permainan tengkulak, minyak goreng langka, yach beralih dgn cara di rebus air, masaknya, drpd kolesterol krn minyak goreng, pemerintah skrg gk becus kelola negara;Satria Tidak Di pingit;normal
282;2022-03-16 15:12:00+00:00;MINYAK GORENG Langka, Pemerintah Cabut HET dan Bebaskan Pasar Tetapkan Harga, Benarkah Itu? ;Laros Media;normal
283;2022-03-16 15:00:08+00:00;"RAKYAT  ""Bagaimana pak/buk, ini Minyak goreng Sudah sangat langka";-;normal
284;2022-03-16 14:48:16+00:00;Duduk dikereta udah full tiba2 di jarak lagiMinyak goreng mahal, pemerintah kasih subsidi tapi jadi langka, tiba2 HET nya dicabut tiba2 rak minyak penuh semua tapi harganyaa ga kira2.. Kenapa sih ?;Oktaviani S;normal
285;2022-03-16 14:41:20+00:00;Minyak goreng mahal krn yg dipasar itu bukan minyak distribusi yg ikut harga pemerintah, kan merk itu ngilang kemarin )) sabar aja nanti harganya normal lagi kok. Emg mahal tp ngga akan langka lagi.;Grezzzyxie;normal
286;2022-03-16 14:21:33+00:00;"""Kami meminta komitmen pemerintah untuk menyelesaikan persoalan minyak goreng yang masih langka di pasaran dan membuat masyarakat kesulitan,"" kata Puan. ";antaranews.com;normal
287;2022-03-16 14:08:05+00:00;Minyak Goreng PentingMinyak goreng langka disaat harga murah di subsidi pemerintah....kini Minyak goreng berhamburan dikala harga sudah menjadi harga pasar...MinyakGoreng MinyakGorengLangka minyakgorengpenting Jokowi;Axis;normal
288;2022-03-16 14:04:20+00:00;Dalam rapat terbatas kemarin, pak Jokowi membawa minyak goreng curah dan kemasan ke dlm ruangan. Mungkin utk memperlihatkan bahwa pemerintah serius mengatasi kelangkaan migor.Kapan rapat terbatas soal Esemka pak?Supaya dunia tau bahwa Esemka benar ada dan tidak langka?;Judhistyra;normal
289;2022-03-16 13:42:09+00:00;Solusi dari pemerintah mengenai kelangkaan minyak goreng harga dinaikkan barang tersedia, harga di subsidi barangnya langka.Dukung 3 periode.;Nasrul Dhifah;normal
290;2022-03-16 13:38:21+00:00;minyak goreng kemasan dan curah harganya hampir sama oleh pemerintahMinyak goreng jadi langka Akhirnya pemerintah mengambil keputusan agar jangan langka Maka dikembang biakkanlah minyak goreng tersebut Agar jangan punah ;Abdul Azli;normal
291;2022-03-16 13:27:16+00:00;Bukti ketidak becusan pemerintah dalam menangani minyak goreng kemaren alasannya curiga Bu ibu nimbun minyak di dapur ehhhh ini di naikin hrga nya biar keliatan wajar dan gk langka klo hrga segitu;fatchur rizky;negatif
292;2022-03-16 13:25:07+00:00;Pemerintah akan jamin minyak goreng tidak akan langka,cebong sorak sorai gembira ,padahal ( harga het dicabut), ini yg goblok siapa sih sebenarnya.;Abdullah;negatif
293;2022-03-16 13:22:52+00:00;Selesaikan masalah minyak goreng dgn cara tidak melakukan tindakan apa apa. Inilah yg dilakukan pemerintah, sebelum minyak langka memang mendekati harga sekarang dan minyak dipasar melimpah. Rakyat dirugikan dgn harga mahal , pengusaha menang, rakyat sengsara;Hadianeve Nuraz;bot
294;2022-03-16 13:15:20+00:00;Selesaikan masalah minyak goreng dgn cara tidak melakukan tindakan apa apa. Inilah yg dilakukan pemerintah, sebelum minyak langka memang mendekati harga sekarang dan minyak dipasar melimpah. Rakyat dirugikan dgn harga mahal , pengusaha menang, rakyat sengsara;Hadianeve Nuraz;bot
295;2022-03-16 13:07:33+00:00;Suka bingung sama kebijakan pemerintah yang makin kesini makin absurd. Setelah drama minyak goreng langka karena disubsidi, sekarang dramanya tambah memuncak subsidi dihapus dan harga minyak goreng tembus hampir 24 ribu. saveminyakgorengMinyakGoreng langkasubsidi;Ariska Endah Pratiwi;negatif
296;2022-03-16 12:16:31+00:00;Emang masuk logika karena HET minyak goreng 14k jadi langka makanye dicabut...Blm pernah denger pemerintah yg konsisten parah sih jadi mau di harga berape nnati Kalo dicabut etdah;🎀OWL BIGWIN 2🦉🏆🥇🎀$QOM;negatif
297;2022-03-16 12:06:12+00:00;"Case 1 ""Warga teriak harga minyak mahal""Case 2 ""Minyak langka di pasaran"", Pemerintah tindak tegas upaya penimbunan minyakCase 3 ""PORLES MAGETAN PERCEPATAN VAKSINASI DENGAN BERBAGI MINYAK GORENG""Case 4 ""VAKSINASI GRATIS MINYAK GORENG DI MAPORLES BDG""Ditimbun siapa ya? hmm ";solipsism;negatif
298;2022-03-16 12:02:23+00:00;Maaf nih,maaf bgt.Minyak goreng langka itu salah siapa ya?salah rakyat atau pengusaha?atau pemerintah?maaf...;Cinderellaaaa;negatif
299;2022-03-16 11:59:49+00:00;Akhir 2021 pemerintah larang peredaran minyak goreng curah- Februari 2022 HET minyak goreng curah 11.5rb, premium 14rb- Feb-awal maret minyak goreng langka- 16 Maret minyak goreng curah disubsidi jadi 14rb, Minyak kemasan 22-25rb dan seketika stok berli;Bina;normal
300;2022-03-16 11:57:31+00:00;"Ini mah pure inkompetensi pemerintah dalam meregulasi kebutuhan negri untuk minyak goreng rumah tangga dan kebutuhan industri VS apapun yg bikin supply langka. Berkepanjangan, dan jadi lahan ""serangan subuh"" partai. ";arie;negatif
301;2022-03-16 11:54:56+00:00;Tidak akan langka lagi klo dah begini mah;H.Sam's;normal
302;2022-03-16 11:50:42+00:00;Diliat liat kebijakan pemerintah tambah kesini tambah senewen semberono, di IRIAN RAKYAT DIADU SM APARAT, KKB MERAJALELA, MINYAK GORENG LANGKA, HARGA MENGGILA, MEREKA TIDAK MERASAKAN, KRN SEBULAN GAJI MEREKA CUKUP UTK SETAHUN... HATI MEREKA SUDAH TIDAK MERAKYAT..;Baharuddin S;negatif
303;2022-03-16 11:45:15+00:00;CIREBON - Polres Cirebon Kota bersama Pemerintah Kota Cirebon melakukan inspeksi mendadak atau sidak ketersediaan minyak goreng di distributor yang menyalurkan ke ;Radar Cirebon;normal
304;2022-03-16 11:39:53+00:00;Minyak goreng langka 100% salah pemerintah atau mendag ;Warga Baik;negatif
305;2022-03-16 11:38:36+00:00;Setelah pemerintah cabut peraturan harga eceran tertinggi, enggak kaget sih kalo nanti minyak goreng mendadak mudah ditemukan dimana mana dan udah gak langka lagi. Mau curhat ke presiden juga kayanya percuma, lagi sibuk ngurusin motoGP... ;ビンセント;normal
306;2022-03-16 11:26:30+00:00;Langka karena sengaja disimpan, karena pemerintah ngasih harga kemarin tuh 14rb perliter, sedangkan sebelum langka minyak goreng kemasan udah ada yg naik harganya 38rb per 20lt, makanya mereka kalau jual harga 14rb rugi,makanya yg dijual banyakan merk baru2, sekarang naik lagi;November_Rainy ᴵᵁ 🧩🏠;normal
307;2022-03-16 11:23:20+00:00;Apakah ini yg di sebut kebijakan pemerintah katanya minyak goreng ada di supermarket dengan harga yg mihil. Ai murah langka ai mahal lobaa. Harga ga ngotak. Sing aya rezeki nya kangge sadayana;es bonbon;negatif
308;2022-03-16 11:21:49+00:00;Harga minyak goreng akan naik lagi;Sumedi MP;bot
309;2022-03-16 11:21:01+00:00;Minyak Goreng ga ada langka terus gimana nih pemerintah sibuk ngurusin yang lain??? Heeee nasib rakyat bisanya pasrah pandemic atau ga ga di fikirin lagi yang penting siapa dulu dapat minyak goreng.;Petservice Paw Paw;negatif
310;2022-03-16 11:09:04+00:00;Minyak Goreng Langka, PKS Tuding Pemerintah Tak Bisa Melawan Tekanan Pengusaha ;GoNewsco;bot
311;2022-03-16 11:03:50+00:00;Wkt langka hrg minyak goreng msh 37 rb. Stlh rapat hrg 47 rb. Bkn ngasih solusi. Ini sih permainan pengusaha dgn pemerintah.;Komaria;negatif
312;2022-03-16 10:53:01+00:00;minyak goreng curah masih langka di pasar sehingga menyulitkan usaha mikro, kecil, dan rumah tangga miskin. ;ERA.id;negatif
313;2022-03-16 10:46:29+00:00;Sengkarut Minyak Goreng Langka, Pemerintah Bisa Apa?  lewat .com;Masnun Sukardi;normal
314;2022-03-16 10:19:32+00:00;Lebih baik pemerintah  menaikan harga minyak goreng kemasan dipasaran dengan mematok harga nasional yg lebih tinggi mis Rp 17 ribu/liter agar bahan baku CPO tidak diExport ke Luar Negeri secara berlebihan oleh pengusaha minyak karena harganya lebih tinggi dan langka rakyat antre;Made antara mudita;normal
315;2022-03-16 10:19:14+00:00;Itulah yg diharapkan penimbunDikasih pemerintah 14rb, mereka ambil bny dan tahanBgtu langka dan hilang dr pasaran, hrg melonjak, mendadak smua minyak goreng kluar dari persembunyian ;Gayatri Humeera 🏹;negatif
316;2022-03-16 10:17:36+00:00;Minyak Goreng Langka, Ombudsman Usul Pemerintah Pakai Jurus Ini untuk Menutup Celah Spekulan    MinyakGorengLangka MinyakGoreng PenimbunMinyakGoreng HET HargaMinyakGoreng Ombudsman;HARIAN TERBIT;normal
317;2022-03-16 10:15:14+00:00;Minyak Goreng Masih Langka, Aleg PKS Pemerintah Harus Segera Selesaikan Krisis!  lewat  | ;Fraksi PKS DPR RI;bot
318;2022-03-16 10:05:17+00:00;Seinget gue, dulu sblm minyak goreng langka, harga normalnya 32-34k an. Ko skrg harga program pemerintah dicabut malah jadi 48k. Mahal bgttttt! pdhl Indonesia penghasil kelapa sawit terbesar, tp knp harganya bikin nyekek bgt yaaa;yhaqueen;negatif
319;2022-03-16 08:29:16+00:00;harus nya pemerintah malu, minyak goreng langka da hrg masih mahal di pasaran..,;iyeh milanisti;negatif
320;2022-03-16 08:03:51+00:00;Mari kita lihat dan tunggu aja bakalan bener terealisasi apa enggakMinyak goreng langka, harganya dikembalikan pemerintah ke harga pasar, namun baru terealisasi pekan depan - BBC News Indonesia;Agha;normal
321;2022-03-16 08:01:45+00:00;ga masuk akal minyak goreng langka...lahan kebun sawit diseluruh Indonesia berjuta-juta hektar...pabrik CPO bertebaran...sepertinya bagian dari beberapa perusahaan kebun sawit nakal yang izin-nya  dicabut pemerintah;Gerakan Pemuda Asli Kalimantan (GEPAK) - Kalteng;negatif
322;2022-03-16 07:57:32+00:00;Syalala ya uda gitu nyinyir sm pemerintah gerombolan penipu agama berkedok minta bantuan tp giliran dpt bansos paling depan antri dibank sambil gibah minyak goreng langka pdhl itu sdh ditransfer 1.5 jt..kpn musnahnya gerombolan kadrun.. jijik gosip jahatnya rasa mo muntah;rio hiphop;negatif
323;2022-03-16 07:44:31+00:00;"Pemerintah Harus Selesaikan Krisis Minyak Goreng! Sudah lima bulan krisis minyak goreng di Indonesia terjadi.. ini menunjukkan sebuah ironi terkait bobroknya tata kelola minyak goreng dari negara yang notabene penghasil 58% sawit dunia."" ~   ";DPP PKS;bot
324;2022-03-16 07:40:00+00:00;Pemerintah naikkan harga minyak goreng curah jadi Rp14 ribu per liter.;NOVA;bot
325;2022-03-16 07:28:53+00:00;Minyak Goreng Langka, Ombudsman Usul Pemerintah Pakai Jurus Ini untuk Menutup Celah Spekulan  ;bizlawIndonesia;normal
326;2022-03-16 07:18:24+00:00;sekarang minyak goreng itu lho sdh langka !!! Kebon sawitnya masih magrong2 disini terbesar di dunia ...Kok ngurusi air .... Nanti biar sungai2 masih meluap klo pemerintah sebagai pengelolah air gak becus ya gak sampe 2030 air sdh langka !!! ;EmElEs;negatif
327;2022-03-16 07:13:04+00:00;Udah lama banget gak beli minyak goreng, terakhir beli pas harga 38k buat 2 liter. Ini belinya sebelum minyak goreng langka, harga sempet turun ngikut aturan pemerintah;-;normal
328;2022-03-16 07:12:50+00:00;Minyak goreng langka, harganya dikembalikan pemerintah ke harga pasar, namun baru terealisasi pekan depan;Moesa J Perangin-angin;bot
329;2022-03-16 07:10:37+00:00;Terbaru, pemerintah mencabut Harga Eceran Tertinggi (HET) Rp 14.000 per liter untuk minyak goreng kemasan. minyakgoreng minyakgorenglangka minyakgorengcurah subsidiminyakgoreng hargaminyakgoreng pandangan pandanganjogja ;Pandangan Jogja;normal
330;2022-03-16 07:09:03+00:00;Pemerintah maunya apasih skrg MINYAK GORENG UDAH LANGKA MAHAL PULA ga Mikir banget;rina riskiana;negatif
331;2022-03-16 06:36:54+00:00;Kasus minyak goreng ini yg salah bukan masyarakat sama pemerintah aja sih kalo kata aku. Tapi pihak produsennya juga ambil peran. Semenjak harga subsidi minyak tiba tiba langka. Tapi anehnya ada partai yg bisa ngadain pasar minyak murah. Nah sekarang harga normal langsung banyak;ren;normal
332;2022-03-16 06:24:14+00:00;Minyak goreng langka, harganya dikembalikan pemerintah ke harga pasar, namun baru terealisasi pekan depan;Ramal.id;bot
333;2022-03-16 06:23:47+00:00;Minyak Goreng Masih Mahal dan Langka, Pemerintah Akan Perhatikan Jalur2 Distribusi ;Bimata Indonesia;normal
334;2022-03-16 06:15:36+00:00;Kenapa minyak goreng langka? Krn hrg CPO naik, knp harga CPO naik? Krn pemerintah membatasi ekspor sawit. Knp dibatasi? Krn penerapan bea keluar utk produk CPO.;arun;normal
335;2022-03-16 06:01:00+00:00;Pemerintah memutuskan untuk memberikan subsidi minyak goreng curah sebesar Rp 14.000 per liter. Hal ini melihat kondisi di lapangan bahwa harga minyak goreng masih mahal dan langka di pasaran.Selengkapnya di  ;KOMPAS TV;normal
336;2022-03-16 05:56:21+00:00;Minyak goreng dan solar langka di pasaran, begini solusi dari pemerintah ;Denis Malhotra;normal
337;2022-03-16 05:29:21+00:00;Nah itu, isu2 yg diambil pemerintah kurang membumi. Di akar rumput masih rebutan minyak goreng yg langka, eh elitnya malah sibuk soal penundaan pemilu.;Alya Nadila;normal
